propertyID,address,propertyType,priceAUD,priceUSD,publishedDate,lastUpdateDate,buildingSize,bedrooms,bathrooms,parkingSpaces,features,agentName,agency,agentPhone,agentEmail,description
110103510515,"[""3935 E ROUGH RIDER Road"", "" Phoenix"", "" AZ 85050""]",Townhouse,"AUD $3,518","USD $2,295",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,134.52 m2,2 bedroom(s),4 bathroom(s),,,David Pruitt,West USA Realty,+1 602-942-4200,,"Location, Location, Location! That's all that needs to be said. Close to Desert Ridge mall and the 101. This condo has granite counter tops, Stainless appliances, wood blinds, ceiling fans, and use of all the amenities."
110103510514,"[""Whitestone"", "" NY 11357"", "" Address available on request""]",Other,"AUD $4,598","USD $3,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,92.90 m2,2 bedroom(s),2 bathroom(s),,,Emmanuel Adikimenakis,RE/MAX 1st Choice,+1 917-406-6026,,"Beautiful, renovated 1st floor apartment with finished basement. 2 bedrooms, livingroom, 2 full baths. Granite counter top kitchen, dirveway. Closed to all, bus, shopping, highway and parks."
110103510512,"[""7853 Via Capri"", "" La Jolla"", "" CA 92037""]",Other,"AUD $68,976","USD $45,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,515.89 m2,6 bedroom(s),6 bathroom(s),,,Clint Worland,The Worland Group,+1 858-812-9191,,"FURNISHED MIDTERM  final pricing, fees, and availability are subject to change until a signed agreement. Please inquire for an exact quote."
110103510508,"[""936/938 Homestead Road S"", "" Lehigh Acres"", "" FL 33974""]",Other,"AUD $2,759","USD $1,800",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"1,233.08 m2",3 bedroom(s),2 bathroom(s),,,Melissa Luzardo Perez,"Starlink Realty, Inc",+1 786-832-5212,,"Beautiful concrete block duplex, consisting of two independent units, each with 3 spacious bedrooms and 2 full bathrooms. The property features impact-resistant windows and doors (hurricane-rated), a modern kitchen with high-quality finishes and elegant quartz countertops, contemporary flooring, and a functional layout that offers comfort."
110103510499,"[""5107 BRADLEY Boulevard"", "" CHEVY CHASE"", "" MD 20815""]",Other,"AUD $7,817","USD $5,100",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,849.84 m2,3 bedroom(s),3 bathroom(s),,"[""Fire Place""]",Julianne Whaylen,RLAH @properties,+1 301-652-0643,,"Welcome to 5107 Bradley Blvd, a beautifully maintained 3-bedroom, 3-bathroom single-family home located in the heart of Chevy Chase. This inviting residence offers the perfect blend of charm, space, and convenience in one of the area's most sought-after neighborhoods. Inside, you'll find a bright and functional layout with three spacious bedrooms and three full bathrooms, including a fully finished basement that offers flexible space for a home office, guest suite, or recreation area. The home features driveway parking and a one-car garage, along with a fenced-in backyard-ideal for entertaining, gardening, or relaxing. Enjoy unbeatable access to nearby parks, trails, and playgrounds, with shopping and dining options just minutes away at Bethesda Row and Westfield Montgomery. Close proximity to major commuter routes and public transportation, makes getting around the DMV area quick and convenient. This home offers the ideal balance of suburban comfort and urban accessibility-don't miss the opportunity to make it yours! Tenants will be charged an additional $10/month for air filter deliveries."
110103510484,"[""30 PARK Place unit: 64B"", "" New York (Manhattan)"", "" NY 10007""]",Apartment,"AUD $38,320","USD $25,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,244.43 m2,3 bedroom(s),4 bathroom(s),,,Ryan Serhant,Serhant LLC,+1 646-480-7665,,"High-Floor 3 Bedroom with Stunning Views at The Four Seasons A stunning corner condo with breathtaking views of the East River and Manhattan Skyline and the finest modern finishes, this 3-bedroom, 3.5-bathroom home is a paradigm of contemporary city luxury. Features of this approximately 2,631 square foot home include gorgeous herringbone hardwood floors, floor-to-ceiling windows with North and East exposures, multi-zone heating and cooling, pre-wiring for smart home automation, and a large in-home laundry room with a washer/dryer and utility sink. Beyond a spacious entry foyer adorned with a coat closet and powder room, the home flows into an expansive living and dining room with dazzling natural light and sweeping skyline and River views. The living area has a charming bay window, while the dining area leads into an open breakfast room and kitchen. The kitchen is equipped with an eat-in peninsula, sleek marble countertops, a matching backsplash, custom Bilotta oak cabinetry, and a suite of high-end fully-integrated Gaggenau appliances. The master suite boasts a pair of walk-in closets and a spa-like en-suite bathroom with marble walls and floors, a custom Robert A.M. Stern-designed double vanity, a step-in rain shower, and a deep soaking tub. The second and third bedrooms each have private reach-in closets and full en-suite bathrooms. A spacious gallery near the second and third bedrooms is perfect for additional recreation/media space. 30 Park Place, Four Seasons Private Residences New York, Downtown is an ultra-luxury Tribeca condominium designed by Robert A.M. Stern Architects. Residents have access to the services and amenities of the Four Seasons Hotel, including spa and salon facilities, a 75-ft swimming pool, a state-of-the-art fitness center and yoga studio, in-home dining, a screening room, a children's playroom, and a conservatory and lounge. The building is surrounded by trendy restaurants, bars, cafes, shops, and is close Brookfield Place, City Hall Park, and One World Observatory. Nearby subway lines include the 1/2/3/R/W/J/Z/4/5."
110103510482,"[""2541 Westover"", "" Statesboro"", "" GA 30458""]",House,"AUD $2,299","USD $1,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"2,225.77 m2",3 bedroom(s),2 bathroom(s),,"[""Fire Place""]",Cindy Osborne,RE/MAX Preferred Realty,+1 912-489-4529,,"Come home to your 3 bedroom, 2 bath house with a fireplace.  Nice yard on a little over 1/2 acre.  Convenient to Georgia Southern University and all that Statesboro has to offer."
110103510479,"[""6007 Gardenridge Holw"", "" Austin"", "" TX 78750""]",House,"AUD $5,671","USD $3,700",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,372.72 m2,4 bedroom(s),3 bathroom(s),,,Shanna Heidmann,Goodrich Realty LLC,+1 407-463-3959,,"Adorable garden home that backs to greenbelt. 4 bedroom/3 bathroom, 2 car detached garage. Updated kitchen and bathrooms. Private upstairs balcony for easy entertaining. Great schools and convenient location. Community amenities include pool, clubhouse, tennis courts and park."
110103510429,"[""465 MALBORO"", "" Memphis"", "" TN 38120""]",House,"AUD $2,644","USD $1,725",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,687.97 m2,4 bedroom(s),2 bathroom(s),,,Jayne Geranios,JASCO Realty,+1 901-550-8808,,"4-bedroom, 2 bath updated rental home in the heart of East Memphis.  Fully renovated with updated kitchen and bathrooms. Den with fireplace. Spilt floorplan. Sep laundry room. Covered patio that is perfect for entertaining, Big shed in fenced backyard. Please be aware of scams - Brokerage does not advertise on Craigslist and will never ask you to wire money or request funds through a payment app on your mobile device."
110103510426,"[""16 W 122ND Street unit: Garden"", "" New York (Manhattan)"", "" NY 10027""]",Other,"AUD $8,430","USD $5,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,185.81 m2,2 bedroom(s),2 bathroom(s),,"[""Fire Place""]",Ryan Serhant,Serhant LLC,+1 646-480-7665,,"Discover this beautifully renovated triplex in the heart of Mt. Morris Park! This spacious home features two expansive bedrooms and offers flexibility for a potential third bedroom, perfect for modern living. The primary suite impresses with a luxurious en-suite bathroom and a large walk-in closet with mirrored doors. On the lower level, find the second bedroom adorned with French doors, a cozy sitting area, and an ample closet. The modern kitchen is a chef's delight, fully equipped with stainless steel appliances, including a stove, microwave, dishwasher, refrigerator, and an oversized washer/dryer. Just off the kitchen, enjoy your own large outdoor space-perfect for barbecues and gatherings. The top level boasts a vast family room, ideal for entertainment and relaxation. This unique triplex combines charm and functionality, providing ample space, and stylish comfort in a prime location. Don't miss this exceptional rental opportunity! **Private tours available upon request-come see for yourself.**"
110103510424,"[""11750 SW Wilshire Blvd"", "" Los Angeles"", "" CA 90025""]",Apartment,"AUD $9,580","USD $6,250",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,64.47 m2,1 bedroom(s),1 bathroom(s),,,Mans Eckerlund,"Douglas Emmett Management, Inc",+1 310-255-7700,,"NOW LEASING ON THE 33rd FLOOR! Unit 3303 is a 1 BR / 1 BA apartment featuring a spectacular north facing balcony, floor to ceiling glass, custom lighted closets, large bathrooms and more. The Landmark Los Angeles is a dazzling 34 story residential tower offering sophisticated floor plans paired with unparalleled views and resort-inspired amenities.  Centrally located on Wilshire Blvd. and tucked behind a beautifully landscaped one-acre park, LMLA offers a serene oasis of calm and an uncompromised living experience that is worlds apart from the  hustle and bustle of the city. Living at The Landmark, residents will experience the unique indoor/ outdoor lifestyle for which Los Angeles is known. Enjoy the view from your expansive balcony where you'll bask in the spectacular ocean and mountain views accompanied by the cool ocean breeze. Get into the best shape of your life in the professional fitness center or swim laps in the Junior Olympic size pool. For the days when all you want to do is kick back and relax, you'll appreciate the chaise lounges and umbrellas surrounding the heated pool and spa, the club room, plush resident lounges and on-site cafe fronting a beautifully landscaped one acre park. The Landmark Los Angeles offers the sophisticated and unparalleled resort-inspired living experience you've dreamed about. Our stylish and modern apartment residences offer, floor to ceiling windows with patio access from both bedroom and living rooms, gourmet kitchens with custom Italian cabinetry and state-of the-art, energy efficient appliances, premium wood-style plank flooring, walk-in closets with custom shelving, in-unit washer and dryer, rolling window shades, and so much more."
110103510425,"[""113 Westminister"", "" Newnan"", "" GA 30263""]",House,"AUD $3,824","USD $2,495",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,241.08 m2,4 bedroom(s),3 bathroom(s),,"[""Fire Place"", ""Patio""]",Steve Kubon,My Rent Source LLC,+1 404-419-6459,,"Welcome home to this beautiful 4 bedroom 2.5 bathroom home is one of Newnan's most desirable communities - Avery Park! This home features all stunning LVP flooring and all new carpet upstairs! The huge eat in kitchen is complete with a large island, granite countertops, SS appliances and a tile backsplash! Off the kitchen you will find a private patio and large fenced in backyard! All 4 bedrooms are located upstairs with the large primary suite showcasing a dual sink vanity, soaking tub and separate shower! The Avery Park community includes a pool, playgrounds, tennis courts and a clubhouse! This home is located just minutes from Ashley Park, City of Hope, I-85, Downtown Newnan and more! Truly a must see!"
110103510421,"[""211 Main Street unit: A"", "" Saugerties"", "" NY 12477""]",Apartment,"AUD $3,985","USD $2,600",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,849.84 m2,3 bedroom(s),1 bathroom(s),,,Philip Kelly,Howard Hanna Rand Realty,+1 845-430-6334,,"Second floor apartment available in the middle of the Village of Saugerties. Three bedrooms, eat in kitchen and a one full bath with tub. Beautiful hardwood floors and one off -street parking spot. Heat is included. No pets. Available furnished or unfurnished."
110103510420,"[""91 JORDAN AVE"", "" JC"", "" Journal Square"", "" NJ 07306""]",Apartment,"AUD $2,391","USD $1,560",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,,2 bedroom(s),1 bathroom(s),,,STEPHANIE GLATT,LIBERTY REALTY LLC,+1 201-396-8447,,Great 2 bedroom & one bath in the Heart of Journal Square!  Blocks from the PATH & all transportation...Heat and Hot Water are included in the rent! No pets & No Smoking. Strong credit preferred. Apartment located on the 1st Floor
110103510416,"[""253 Gravilla Street"", "" La Jolla"", "" CA 92037""]",Apartment,"AUD $26,824","USD $17,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,162.58 m2,3 bedroom(s),3 bathroom(s),,"[""Deck""]",Clint Worland,The Worland Group,+1 858-812-9191,,"This freshly updated townhome is just one block from famous Windansea Beach, offering stunning ocean views and an unbeatable coastal experience. The open living, dining, and kitchen layout provides a seamless flow throughout the main level. The cozy living room invites you to unwind by the fireplace and enjoy your favorite shows on the flatscreen TV, while the adjacent dining area comfortably seats six and offers beautiful ocean views. Sliding doors lead out to a spacious deck, where you can dine alfresco with seating for four, perfect for soaking in picturesque sunsets over the water. The kitchen is light and bright, equipped with stainless steel appliances to make meal preparation easy and enjoyable. The primary suite features a luxurious king bed, flatscreen TV, and direct balcony access to enjoy the refreshing coastal breeze. The en-suite bathroom features a walk-in closet, a soothing soaking tub, and a separate shower. The second bedroom is spacious and includes a queen bed, a dedicated workspace ideal for remote work, and a flatscreen TV. A second full bathroom provides a convenient combo shower and tub. The third bedroom is set up as a lovely den, complete with a sleeper couch, fireplace, and flatscreen TV, creating a relaxed retreat atmosphere. There is also a downstairs patio with lush plants and seating for enjoying even more outdoor space."
110103510411,"[""1040 Santa Catalina Street"", "" Portland"", "" TX 78374""]",House,"AUD $3,066","USD $2,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,566.56 m2,3 bedroom(s),2 bathroom(s),,"[""Fire Place"", ""Patio"", ""Porch""]",Diana Caldarella,Tompkins Young Real Estate,+1 361-633-9441,,"Bay Ridge home with open spacious floor plan and split bedrooms. Kitchen has granite counter tops, pantry and ample counter space. Primary bedroom is a nice size and bath has double sinks and tiled walk-in shower. Bedrooms 2 and 3 are a suitable size. Enjoy the covered patio with outside fireplace and fenced yard. Home is centrally located near local shopping and restaurants. Easy access to Hwy. 181 Pets with review and photos. Credit score 650"
110103510383,"[""10826 Hesby St"", "" North Hollywood"", "" CA 91601""]",Other,"AUD $7,040","USD $4,593",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,501.81 m2,4 bedroom(s),5 bathroom(s),,,Daniel Lalezari,Keller Williams Hollywood Hills,+1 310-623-1300,,"Welcome to 10828 Hesby Street, a Brand New Construction modern and luxurious townhome,  located in the heart of North Hollywood, just minutes from Toluca Lake and Studio City and walkable distance to the vibrant NoHo Arts District. This luxurious 4-bedroom, 4.5 bath  offers privacy, elegance, a sophisticated nice kitchen,  island with beautiful quartz countertops,  custom cabinets, central AC/Heat, recessed lights with tons of natural light, thoughtfully designed with open floor plans, in-unit WASHER AND DRYER, parking spaces, PET FRIENDLY, premium stainless steel appliances, and large windows that flood the interiors with natural light.  Surrounded by trendy coffees shops, gym, shops, restaurants, and entertainment-close to Universal Studios, and trendy spots like Erewhon, Equinox, and much more, 10828 Hesby Street is a highly walkable, safe neighborhood, with peaceful, quite residential street vibes, surrounded by brand new construction apartments.  Base rent is $5,250 SIX WEEKS Free incentive reduces the price to the advertised lease price $4,593."
110103510380,"[""2 Loantaka Way"", "" Madison Boro"", "" NJ 07940-1902""]",Other,"AUD $13,029","USD $8,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"1,133.12 m2",4 bedroom(s),4 bathroom(s),,"[""Fire Place"", ""Deck""]",OMAR SUBHI,"EXP REALTY, LLC",+1 866-201-6210,,"AVAILABLE FROM January 1st THROUGH May 31st, non negotiable. Welcome to this fully furnished, beautifully renovated colonial is ready for you to move right in. With an open-concept living design, this house offers the perfect blend of modern luxury and comfort. The heart of this home is the gourmet kitchen, featuring a spacious center island and high-end SS appliances. It seamlessly opens up to the formal dining area. Entertainment is a breeze in this house, thanks to the in-ceiling Sonos speakers installed on the main floor and in the basement. Stay connected with lightning-fast Fiber Optic WiFi powered by Eero, ensuring high-speed internet connection in every corner of the house. Solar panels on the roof offset your electricity bill, allowing you to enjoy sustainable living while saving on energy costs. Enjoy your downtime with 4K TVs in every major room, including the bedrooms. Warm up by the cozy gas fireplace in the living room during chilly evenings, creating the perfect ambiance for relaxation. Experience the convenience of Google Home technology, including Nest devices and outdoor cameras, providing you with state-of-the-art security and smart home automation. Location is key, and this home offers the best of both worlds. You're just a 5-minute drive away from the downtown train station in Madison. Plus, the highly rated schools in the area ensure an excellent education. Additionally, you're only 5 minutes away from the prestigious Morristown Medical Center"
110103510379,"[""865 Arnold Avenue"", "" Point Pleasant"", "" NJ 08742""]",Apartment,"AUD $5,204","USD $3,395",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,,2 bedroom(s),2 bathroom(s),,,Christopher Lombardi,Glen Mary Real Estate,+1 732-630-3000,,"Annual Rental - First Month FREE with a 15-Month Lease! This spacious 2-bedroom, 2-bath apartment is located on Arnold Avenue in Point Pleasant, just blocks from your favorite shops, restaurants, and nightlife. The apartment offers an open layout with plenty of natural light, in-unit laundry, and two on-site parking spaces. You'll also enjoy a private basement with ample storage space. This beautiful apartment combines comfort, convenience, and location-don't miss the opportunity to make it your new home!"
110103510376,"[""5643 Linda Rosa Ave"", "" La Jolla"", "" CA 92037""]",Other,"AUD $13,642","USD $8,900",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,203.83 m2,5 bedroom(s),3 bathroom(s),,,Clint Worland,The Worland Group,+1 858-812-9191,,"Casual La Jolla Gem | Ocean Views & Room for 10 Discover this hidden hillside gem in La Jolla offering expansive ocean views and a peaceful setting. This spacious 5-bedroom, 2.5-bath home comfortably sleeps up to 10 guests and is perfect for families or groups seeking a relaxing coastal retreat. The property features two inviting living areas-one on each level-ideal for entertaining or quiet lounging. A convenient mini bar with wet bar and mini fridge enhances the upstairs gathering space. The upper level boasts soaring ceilings, two serene bedrooms, and direct access to the ocean-view deck, where guests can enjoy al fresco dining, a hammock, and spectacular sunset views. The main level includes a welcoming living room and three additional bedrooms, creating a functional layout with excellent separation of space. Outside, enjoy the tranquil hillside setting with outdoor dining and lounge seating, perfect for soaking in the Southern California lifestyle. Open, airy common areas create a comfortable flow and maximize natural light throughout the home. Sleeping accommodations include three queen bedrooms, one room with two twin beds, and a sofa bed, allowing flexible options for guests. This property is offered as a furnished rental with a maximum occupancy of 10 guests. STR-09874L | TOT 654324"
110103510332,"[""931  S Rupple  RD Unit #2"", "" Fayetteville"", "" AR 72704""]",Townhouse,"AUD $4,905","USD $3,200",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,477.93 m2,4 bedroom(s),5 bathroom(s),,"[""Fire Place""]",Prestige Property Management,Prestige Management & Realty,+1 479-202-5013,,"Available for the 2026 school year!  Newer 4 bedroom, 4.5 bathroom duplex located in a fast growing area of Fayetteville with a bike trail at your front door. This unit has granite countertops, a private balcony, and an open-floor concept with high-end appliances."
110103510324,"[""6808 N 23RD Avenue"", "" Phoenix"", "" AZ 85015""]",House,"AUD $1,985","USD $1,295",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"1,618.74 m2",2 bedroom(s),1 bathroom(s),,,Tina Lee,Century 21-Towne & Country,+1 480-789-1942,,"OH MY, look at this CHARMING newly UPDATED stand alone home! You will LOVE your OWN private backyard to relax the day away! NICE QUIET subdivision, close to shopping & great location! FANTASTIC curb appeal & MOVE IN READY! NEWER white shaker kitchen cabinets, under mount stainless sink, QUARTZ counter tops, SMOOTH TOP STAINLESS STOVE, microwave & DESIGNER GREY TILED BACKSPLASH! FANTASTIC floorpan featuring 2 sizable bedrooms, EXTRA hall storage space & BEAUTIFUL NEWER TILE flooring! TUB/SHOWER combo featured in bathroom w/ GORGEOUS TILE SURROUND, NEWER VANITY & STYLISH mirror! UPGRADED fans, white blinds and very comfortable! STACKABLE WASHER & DRYER as well. DON'T MISS LOOKING AT THIS ONE OF A KIND home. AN ABSOLUTE GEM at this price!"
110103510314,"[""460  N Garrett  ST Unit #B"", "" Siloam Springs"", "" AR 72761""]",House,"AUD $1,533","USD $1,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,242.81 m2,2 bedroom(s),1 bathroom(s),,"[""Celling Fan"", ""Fire Place""]",Savannah Bunker,DBC Real Estate,+1 479-524-4060,,"This spacious 2- bedroom 1-bathroom townhome has many features to enjoy! All appliances are furnished, including washer and dryer. The main level features the living room, dining room, laundry and kitchen. Upstairs, you'll find two spacious bedrooms and the bathroom. This townhome is located near the park with pickleball courts, trails, playgrounds, basketball, skateboarding and volleyball; John Brown University, and downtown shopping and restaurants. Clean and efficient, this townhome is ready for a new Resident. Call to schedule your tour today. Agent owned."
