propertyID,address,propertyType,priceAUD,priceUSD,publishedDate,lastUpdateDate,buildingSize,bedrooms,bathrooms,parkingSpaces,features,agentName,agency,agentPhone,agentEmail,description
310103309493,"[""Casa para estrenar de 3 habitaciones en Santa Ana Urbano: House For Rent in Santa Ana"", "" Santa Ana"", "" San Jos\u00e9""]",House,"AUD $3,372","USD $2,200",Published on: 04 Nov 2025,Last updated on: 11 Nov 2025,176.00 m2,3 bedroom(s),3 bathroom(s),,"[""Outdoor swimming pool"", ""Pool""]",Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This house with 3 bedrooms and 3 bathrooms is located in Santa Ana, San Jos Costa Rica, in the county of Santa Ana. This property with view is situated in the rain forest of Costa Rica. The land area of this house is 176.00 square meter (1, 894.44 square feet), and it has a living space of 176.00 square meter (1, 894.44 square feet). This house has air conditioning through multiple wall units. The property also features a community pool and an olympic pool. Pets are OK."
310103285240,"[""Atenas"", "" Atenas"", "" Alajuela"", "" Atenas"", "" Alajuela Province""]",House,"AUD $3,372","USD $2,200",Published on: 03 Nov 2025,Last updated on: 11 Nov 2025,400.00 m2,5 bedroom(s),4 bathroom(s),3,"[""Remote Garage""]",Cynthia Wunderink,Coldwell Banker - Pura Vida Paradise,+506 6043 5090,,"Elegant and spacious 400 m home, distributed over two levels and located on the main road, offering convenient access.This property provides comfort, security, and generous spaces.Property Features: Two levels: First floor: kitchen with wooden cabinetry, dining room, living room, foyer, laundry room, two bedrooms with closets and en-suite bathrooms, an office, and an additional full bathroom. Second floor: study with closet and bathroom. Covered garage for three vehicles. Basketball court. Service house and rancho (covered outdoor area) for social gatherings. Extensive green areas, fully fenced property. Electric gate and security system (interior and exterior). Hot water throughout the house and a water storage tank. Garden maintenance included every 22 days. Appliances included: stove, refrigerator, washer, and dryer. Pets are welcome.Rental Conditions: Utilities not included. Long-term lease (preferably 3 years). References required. The property is located on the main road, so some traffic and noise may be noticeable."
310103285168,"[""Atenas"", "" Atenas"", "" Alajuela"", "" Atenas"", "" Alajuela Province""]",House,"AUD $4,598","USD $3,000",Published on: 03 Nov 2025,Last updated on: 11 Nov 2025,"3,286.00 m2",2 bedroom(s),2 bathroom(s),2,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Cynthia Wunderink,Coldwell Banker - Pura Vida Paradise,+506 6043 5090,,"Enjoy comfort, tranquility, and stunning views in this beautiful 2-bedroom, 2-bath home located in the exclusive Roca Verde Residential Community.From here, you can enjoy panoramic views of the Central Valley and spectacular sunsets.Home Features: Fully furnished and move-in ready Open-concept living area with high ceilings and wood accents Covered terrace, perfect for relaxing or entertaining Private pool and garden with maintenance included Covered garage Wi-Fi and hot water throughout the house Security camera system Less than 2 miles from restaurants, supermarkets, pharmacies, and more Safe, private, and peaceful environmentRental Conditions: Garden and pool maintenance included Utilities not included (water, electricity, internet, etc.) No pets allowed"
310103266967,"[""Conominio Naos"", "" Flores"", "" Heredia"", "" Flores"", "" Heredia Province""]",House,"AUD $2,759","USD $1,800",Published on: 02 Nov 2025,Last updated on: 04 Nov 2025,130.00 m2,3 bedroom(s),2 bathroom(s),,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Hannia Godinez,RE/MAX CENTRAL,+506 8856 6410,,"400182483151 - Furnished house In San Joaquin Heredia - House for rent, fully furnished, located in Naos Condominium, San Joaquín de Flores.The house features three bedrooms, living room, dining area, and an integrated kitchen. It has a terrace with a charming garden, ideal for social gatherings or as a workspace. Air conditioning in the master bedroom and one bedroom with a desk. Laundry area with washer and dryer. Garage for two cars.The condominium offers a swimming pool, gym, BBQ ranches, jacuzzis, parks for children and pets, an event hall, and 24/7 security.Location: San Joaquín de Flores, Naos CondominiumRent: $1, 800 per monthA quiet, modern place with all the comforts for comfortable living."
310103265545,,,"AUD $3,066","USD $3,200",,,,,,,,,,,,
310103265544,"[""FURNISHED APARTMENT FOR RENT IN RIO ORO"", "" SANTA ANA $1"", "" 000.00 Rent $1"", "" 000.00 Bedrooms"", "" Rio Oro"", "" San Jos\u00e9""]",Apartment,"AUD $1,533","USD $1,000",Published on: 01 Nov 2025,Last updated on: 11 Nov 2025,65.00 m2,1 bedroom(s),1 bathroom(s),,"[""Indoor Furnished"", ""Outdoor swimming pool"", ""Pool""]",Michelle Zapata Zapata Valerio,DÃºo CR Real Estate,+506 8486 4767,,"Apartment for Rent $1, 000 Avalon Country Club, Santa Ana Beautiful furnished 1-bedroom apartment with storage and 2 parking spaces in one of Santa Ana's most exclusive condominiums. Features: 1 spacious bedroom with closet 1 full bathroom Open-plan living and dining area Modern kitchen with complete appliances Private storage unit 2 parking spaces Fully furnished and ready to move in Condominium Amenities: Recreational and semi-Olympic pools Equipped gym Tennis courts Clubhouse and BBQ areas 24/7 security and controlled access Location: Avalon Country Club, Santa Ana close to supermarkets, restaurants, shopping centers, and with easy access to Route 27."
310103265538,"[""FURNISHED APARTMENT FOR RENT IN SANTA ANA"", "" Santa Ana"", "" San Jos\u00e9""]",Apartment,"AUD $1,494",USD $975,Published on: 01 Nov 2025,Last updated on: 11 Nov 2025,65.00 m2,1 bedroom(s),1 bathroom(s),,"[""Indoor Furnished"", ""Outdoor swimming pool"", ""Pool""]",Michelle Zapata Zapata Valerio,DÃºo CR Real Estate,+506 8486 4767,,"Apartment for rent Avalon Santa Ana Beautiful 1-bedroom apartment, fully furnished and equipped, ideal for those seeking comfort and a prime location. Rent: $975 per month Includes 1 parking space Close to shops, restaurants, and main access roads. An excellent opportunity to live close to everything! Contact us and schedule your visit so you don't miss this opportunity."
310103265535,"[""Apartment For Rent in Rio Oro"", "" Rio Oro"", "" San Jos\u00e9""]",Apartment,"AUD $2,069","USD $1,350",Published on: 01 Nov 2025,Last updated on: 11 Nov 2025,165.00 m2,2 bedroom(s),2 bathroom(s),,"[""Outdoor swimming pool"", ""Garden"", ""Pool""]",Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This apartment with 2 bedrooms and 2 bathrooms is located in Rio Oro, San Jos Costa Rica, in the county of Santa Ana. This property with city and mountain views is situated in the rain forest of Costa Rica. The land area of this apartment is 165.00 square meter (1, 776.04 square feet), and it has a living space of 135.00 square meter (1, 453.12 square feet). This apartment has air conditioning through a wall unit. The property also features a community pool. Pets are OK."
310103265534,"[""Apartment For Rent in Avenida Escaz\u00f0"", "" Avenida Escaz\u00f0"", "" San Jos\u00e9""]",Apartment,"AUD $4,557","USD $2,973",Published on: 01 Nov 2025,Last updated on: 11 Nov 2025,112.36 m2,2 bedroom(s),2 bathroom(s),,"[""Outdoor swimming pool"", ""Pool""]",Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This apartment with 2 bedrooms and 2 bathrooms is located in Avenida Escaz, San Jos Costa Rica, in the county of Escaz. This property with mountain and greenbelt views is situated in the rain forest of Costa Rica. The land area of this apartment is 112.36 square meter (1, 209.43 square feet), and it has a living space of 84.36 square meter (908.04 square feet). This apartment has air conditioning through multiple wall units. This property includes a stove, an oven, a washing machine, a dishwasher, a refrigerator, a dryer and a hotplate. The property also features a community pool. Pets are OK."
310103265529,,,"AUD $6,898","USD $2,200",,,,,,,,,,,,
310103265532,"[""Apartment For Rent in Rohrmoser"", "" Rohrmoser"", "" San Jos\u00e9""]",Apartment,"AUD $3,372","USD $2,200",Published on: 01 Nov 2025,Last updated on: 11 Nov 2025,168.00 m2,3 bedroom(s),3 bathroom(s),,"[""Outdoor swimming pool"", ""Pool""]",Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This apartment with 3 bedrooms and 3 bathrooms is located in Rohrmoser, San Jos Costa Rica, in the county of San Jos. This property with city and mountain views is situated in the rain forest of Costa Rica. The land area of this apartment is 168.00 square meter (1, 808.33 square feet), and it has a living space of 134.00 square meter (1, 442.36 square feet). This apartment has air conditioning through multiple wall units. This property includes a stove hood, an oven, a washing machine, a dishwasher, a refrigerator, a dryer and a hotplate. The property also features a community pool and a heated pool. Pets are OK."
310103265528,"[""Apartment For Rent in La Sabana"", "" La Sabana"", "" San Jos\u00e9""]",Apartment,"AUD $1,839","USD $1,200",Published on: 01 Nov 2025,Last updated on: 11 Nov 2025,66.00 m2,2 bedroom(s),1 bathroom(s),,"[""Indoor Furnished"", ""Outdoor swimming pool"", ""Pool""]",Michelle Zapata Zapata Valerio,DÃºo CR Real Estate,+506 8486 4767,,"This apartment with 2 bedrooms and one bathroom is located in La Sabana, San Jos Costa Rica, in the county of San Jos. This property with valley view is situated in the rain forest of Costa Rica. The land area of this apartment is 66.00 square meter (710.42 square feet), and it has a living space of 66.00 square meter (710.42 square feet). This apartment has air conditioning through multiple wall units. This apartment is available furnished. The property also features a community pool. Sorry, no pets allowed."
310103248935,"[""Tropicana Norte - Alajuela"", "" Alajuela"", "" Alajuela"", "" Alajuela"", "" Alajuela Province""]",House,"AUD $2,069","USD $1,350",Published on: 01 Nov 2025,Last updated on: 11 Nov 2025,281.00 m2,3 bedroom(s),2 bathroom(s),,"[""Remote Garage""]",Maria Arrieta,RE/MAX CENTRAL,+506 8896 8000,,"400182467113 - HOUSE FOR RENT TROPICANA NORTE ALAJUELA - Spacious house for rent located in Tropicana Norte - a safe, quiet area with excellent access.The property features:3 spacious bedrooms2.5 bathroomsGarage for 1 vehicleLarge, recently remodeled kitchenSeparate living and dining roomsBackyardStrategic location:Just minutes from downtown Alajuela, with easy access to supermarkets, schools, restaurants, banks, and shopping areas.It is also close to the Juan Santamaría International Airport, with quick routes to San Jose and the western regions of the country.An excellent option for those seeking comfort, space, and convenience in a secure and well-located residential environment.Your new home awaits you in Tropicana Norte, Alajuela!"
310103245617,"[""The Synchronos Home Santa Ana \u2013 Lindora"", "" Santa Ana"", "" San Jos\u00e9""]",Apartment,"AUD $5,671","USD $3,700",Published on: 31 Oct 2025,Last updated on: 12 Nov 2025,187.00 m2,3 bedroom(s),3 bathroom(s),,,Melissa Lacayo,The Agency | Costa Rica,+506 6027 2747,,"Open and contemporary home in Lindora. Synchronos Santa Ana is a brand-new, double-level house characterized by its open and refreshing concept. Quartz countertops, floor-to-ceiling windows and cross-ventilation characterize The Synchronos Home. This boutique residential community offers great amenities including a swimming pool, gym and vegetable garden. The area of Lindora on the west side of San Jos offers fine dining, top-ranked schools, corporate centers and much more right around the corner.Synchronos opens its doors to an open floor plan offering the social area integrated to the kitchen. The kitchen revolves around a central island that can sit three people and adds fluidity to the space. The living and dining rooms open through glass sliding doors to a covered terrace beside a manicured and private garden. Up on the second floor, the TV room precedes the Synchronos master suite that offers balcony access with beautiful views and has its own his and hers bathroom and walk-in closet. The second level also includes two secondary bedrooms that share a bathroom. A maids room, laundry area and garage space for two cars are also offered. This brand-new community offers a clubhouse for social events that opens to a beautiful sun deck around the swimming pool. A gym, vegetable plot, playground, yoga deck and co-workspace are also offered. Minutes away from the Golden Mile of Lindora, this bustling area offers a variety of stores, restaurants, services and schools, easily accessed through Route 27 coming from Escaz or from Santa Ana."
310103223842,"[""s/n"", "" San Francisco"", "" Heredia"", "" Heredia"", "" Heredia"", "" Heredia Province""]",Unit,"AUD $1,916","USD $1,250",Published on: 31 Oct 2025,Last updated on: 11 Nov 2025,224.00 m2,3 bedroom(s),2 bathroom(s),,,Info C21 Luxa,CENTURY 21 Luxa,+506 8800 7000,,"We present this spectacular apartment in a modern condominium, designed for those who want to live well without complications.Imagine arriving to find everything ready: a fully furnished apartment with contemporary design and details that invite relaxation. With three spacious and bright bedrooms, there's plenty of room for family, guests, or even to create your home office. The two bathrooms are fully equipped and ready to use; the layout prioritizes privacy and comfort. The living and dining areas create a welcoming atmosphere, ideal for gatherings, intimate dinners, or simply unwinding after a long day."
310103221322,"[""San Juan"", "" Naranjo"", "" Alajuela"", "" Naranjo"", "" Alajuela Province 20606""]",House,"AUD $1,226",USD $800,Published on: 31 Oct 2025,Last updated on: 11 Nov 2025,300.00 m2,2 bedroom(s),2 bathroom(s),,,Fred Hayden,Costa Rica Properties Real Estate,+506 8810 0635,,"Located on a completely flat 300 m (3, 229 ft) lot at street level, this house combines elegance, functionality, and security in one place. The property is fully enclosed with walls and perimeter fencing, features access through electric gates, and offers a private and peaceful environment.The 113 m (1, 216 ft) house boasts modern architecture with a double-height faade that provides spaciousness and natural light. Upon entering, you are greeted by a foyer that connects to the cozy living room and the kitchen, which is equipped with fine wood cabinetry and granite countertops. The house has two bedrooms, a full bathroom, and a half bathroom, all finished with high-quality materials.The laundry area or utility patio adds extra convenience, while the covered garage provides space for one vehicle with concrete access. The entire house includes hot water, fiber-optic TV and internet service, surveillance cameras, and electric fencing, ensuring comfort and security. Additionally, it features a pleasant green area, ideal for enjoying the outdoors.The house is fully furnished for rent at $800 per month, including internet service. Water and electricity are paid separately.Its location is unbeatable: only 5 minutes from downtown Naranjo, in a very quiet area with easy access to supermarkets, clinics, schools, and colleges. Thanks to its strategic position, you can enjoy a wide variety of destinations in a short time: the airport is 35 minutes away, beaches, mountains, or the majestic Arenal Volcano and its relaxing hot springs in La Fortuna de San Carlos are just an hour and a half away. Additionally, trout or tilapia fishing spots are only 10 minutes away, and the Pos Volcano and beautiful waterfalls are 40 minutes away.This property is the ideal place for those seeking to live with style, tranquility, and closeness to nature without sacrificing urban conveniences."
310103219067,"[""Calle de La Hacienda"", "" Gu\u00e1cima"", "" Alajuela Province""]",House,"AUD $4,445","USD $2,900",Published on: 30 Oct 2025,Last updated on: 11 Nov 2025,604.00 m2,3 bedroom(s),2 bathroom(s),,"[""AirConditioning"", ""Sauna"", ""Garden""]",My Properties In Costa Rica,My Properties in Costa Rica,+506 6085 1818,,"House for Sale or rent, in Los Llanos Condominium, Hacienda Los Reyes Located within the exclusive Hacienda Los Reyes community, this modern home combines elegance, comfort, and excellent design in one of Costa Ricas most desirable residential areas. The property features 200 m of construction on a 604 m lot, surrounded by nature and a peaceful environment. Main Features: 3 bedrooms, all equipped with air conditioning. Master bedroom with walk-in closet and private bathroom. 2 secondary bedrooms sharing a full bathroom. Guest bathroom. Contemporary design with high-quality finishes. Built in 2022. Spacious covered terrace perfect for relaxing and enjoying the green surroundings. Los Llanos Condominium offers 24/7 security, controlled access, and the serenity of a natural setting with all the amenities of Hacienda Los Reyes, including a golf course, sports courts, swimming pool, and restaurant. Location: Los Llanos Condominium, Hacienda Los Reyes, La Gucima, Alajuela Lot size: 604 m Construction: 200 m"
310103211463,"[""Office for Rent in La Sabana San Jos\u00e9 Costa Rica"", "" La Sabana"", "" San Jos\u00e9""]",Other,"AUD $4,365","USD $2,848",Published on: 30 Oct 2025,Last updated on: 11 Nov 2025,158.00 m2,,,,,Roxana Leiton,PROPIEDADES LEITON,+506 8393 7651,,"Located in Sabana Sur, close to shopping centers, banks, and restaurants. Just 5 minutes from downtown San Jos, 10 minutes from Multiplaza and CIMA Hospital, and 20 minutes from Forum 1 and 2, Lindora. Situated in front of La Sabana Park. Office layout: Open workspace, kitchen area, 1 bathroom, and IT room. The office center offers visitor parking, 24-hour security, CCTV system, cleaning of common areas, and controlled access via electronic card. Area: 158.23sq m plus 3 parking spaces included. Price for rent per sq m: $18, Total: $2, 848.14 + taxes (IVA) Tax: $370.24 Maintenance fee: $816.16 Total rent+ taxes and maintenance fee: $4, 034"
310103211449,"[""Casa de 3 Habitaciones con L\u00ednea Blanca en Condominio Guachipel\u00edn 3-10: House For Rent in Guachipel\u00edn"", "" Guachipel\u00edn"", "" San Jos\u00e9""]",House,"AUD $4,598","USD $3,000",Published on: 30 Oct 2025,Last updated on: 14 Nov 2025,205.00 m2,3 bedroom(s),3 bathroom(s),,"[""Outdoor swimming pool"", ""Garden"", ""Pool""]",Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This house with 3 bedrooms and 3 bathrooms is located in Guachipeln, San Jos Costa Rica, in the county of Escaz. This property with city view is situated in the rain forest of Costa Rica. The land area of this house is 205.00 square meter (2, 206.59 square feet), and it has a living space of 180.00 square meter (1, 937.50 square feet). This house has air conditioning through multiple wall units. The property also features a community pool, a heated pool and a wading pool and a jacuzzi. Pets are OK."
310103211452,"[""House for Rent in Gated Community 3 Bedrooms plus Maids Room Santa Ana Costa Rica"", "" Pozos"", "" San Jos\u00e9""]",House,"AUD $3,832","USD $2,500",Published on: 30 Oct 2025,Last updated on: 11 Nov 2025,272.00 m2,3 bedroom(s),2 bathroom(s),,"[""Outdoor swimming pool"", ""Pool""]",Roxana Leiton,PROPIEDADES LEITON,+506 8393 7651,,"Located in Pozos de Santa Ana, a prime location close to schools, business centers, cinemas, and restaurants. The house features an excellent design with wooden finishes that create a cozy atmosphere, and the kitchen integrated into the social areas is a true pleasure to enjoy. It includes curtains with blackout, stovetop, oven, and dishwasher. The first floor includes: living room, dining room, terrace, kitchen integrated with the living area, BBQ area, guest bathroom, garden, service room with its own bathroom or office, and laundry area. The second floor offers: a double-height TV room, master bedroom with balcony and air conditioning, spacious walk-in closet and full bathroom, two secondary bedrooms with beautiful views and a shared full bathroom, and a garage for 3 vehicles (2 covered and 1 uncovered). The condominium offers a gym, tennis court, 2 swimming pools, playground, and green areas. Construction: 272 m Lot size: 272 m Price for rent: $2, 600 plus IVA"
310103211453,"[""Furnished apartament for rent 2 bedrooms San Antonio Escazu Costa Rica"", "" San Antonio"", "" San Jos\u00e9""]",Apartment,"AUD $2,299","USD $1,500",Published on: 30 Oct 2025,Last updated on: 11 Nov 2025,113.00 m2,2 bedroom(s),2 bathroom(s),,"[""Indoor Furnished"", ""Outdoor swimming pool"", ""Pool""]",Roxana Leiton,PROPIEDADES LEITON,+506 8393 7651,,"Located in a condominium just 12 minutes from Multiplaza, 6 minutes from Escaz center, and 20 minutes from downtown San Jos and La Sabana. Fully furnished. Description: Living room, dining room, kitchen, 2 bedrooms, 2 full bathrooms, and a 2-car garage. Living area: 87.26sq m plus 27.30sq m garage. Total: 113.56sq m Furnished price for rent: $1, 500"
310103211455,"[""Office for Rent in La Sabana San Jos\u00e9 Costa Rica"", "" La Sabana"", "" San Jos\u00e9""]",Other,"AUD $4,365","USD $2,848",Published on: 30 Oct 2025,Last updated on: 11 Nov 2025,158.00 m2,,,,,Roxana Leiton,PROPIEDADES LEITON,+506 8393 7651,,"Located in Sabana Sur, close to shopping centers, banks, and restaurants. Just 5 minutes from downtown San Jos, 10 minutes from Multiplaza and CIMA Hospital, and 20 minutes from Forum 1 and 2, Lindora. Situated in front of La Sabana Park. Office layout: Spacious work areas, kitchendining area, 1 bathroom, 1 main office with bathroom, 1 conference room, 3 private offices, reception, 2 air conditioning units, IT room. The office center offers visitor parking, 24-hour security, CCTV system, cleaning of common areas, and controlled access via electronic card. Area: 158.23sq m plus 3 parking spaces included. Price for rent per sq m: $18. Total: $2, 848.14 + taxes Taxes: $370.24 Maintenance fee: $578.19 Total rent+ taxes and maintenance fee: $3, 796.58"
310103211459,"[""All Inclusive Office for Rent Free Trade Zone Regime Guachipel\u00edn Escaz\u00f0"", "" Guachipel\u00edn"", "" San Jos\u00e9""]",Other,"AUD $4,139","USD $2,700",Published on: 30 Oct 2025,Last updated on: 11 Nov 2025,47.00 m2,,,,,Roxana Leiton,PROPIEDADES LEITON,+506 8393 7651,,"This contemporary Class A+ office center is located in Guachipeln, Escaz, an area known for its high added value and rapid growth over the past decades, with accelerated development in various economic activities such as commerce, offices, residential complexes, and free trade zones, among others. It has good access to bus lines and features an on-site commercial area. Office: Includes 6 workstations with 9 positions. Services included in the rental price: furniture, internet, maintenance, cleaning, electricity, receptionist, coffee & beverages, pest control, security, parking, and office customization (graphics, logos, carpets, plants, etc.). Common areas: dining area, external meeting rooms, maternity room, coffee point, lounge area, and parking. Office area: 47.26sq m plus 1 parking space. All-inclusive price for rent: $2, 700 + taxes. Total with taxes: $3, 051 The price includes: Rent CAM fee Free Trade Zone fee Internet with fiber optic backup Parking ratio 1/30 Cleaning of common and internal areas Reception service during business hours 24/7/365 security Access to 10 hours of use of the large 12-person meeting room Access to phone booths Water Electricity Fully equipped cafeteria Lactation room Hallway with soft seating and TV Coffee station Additional services available upon client request Immediate delivery and customizable from the entrance as well as internally."
